Video Title,Video URL,Transcript,Status,Summary
World Cerebral Palsy Day 2022,https://www.youtube.com/watch?v=brraWzYUpco," As a parent, there's nothing more precious in the world than your child. From the day they come into this world, all you want is the best for them. This World Cerebral Palsy Day, we want to remind you of how important early detection can be for your child. With the help of our early detection through our disability app, parents and children both benefit. Parents are able to seek the right medical advice they need. Children are treated right from the start to minimize long-term effects and for better outcomes. Neuroplasticity is the brain's ability to rewire, relearn, and strengthen important connections. This is most important in children aged 0 to 6 years. And the first two years of our lives is when our brain has its highest neuroplasticity. That means during this time, the brain can attempt to create new parts around an injury by allowing the healthy areas of the brain to take over. This is why early detection is the key to successfully intervening to support children and their families so the developmental issues can be tackled before they become ingrained problems. We developed this disability screening app so that the families, education and healthcare professionals around children with disabilities are able to support their development, inclusion and active participation. As we create a more accessible future for everyone, we encourage you to embrace diversity, support and celebrate those living with cerebral palsy. I'm Amrit Fernando and I thank you today for helping us with every cup of tea to fulfil my grandfather's philosophy for serving humanity with kindness.",Success,"World Cerebral Palsy Day highlights the importance of early detection of developmental issues in children aged 0‑6, particularly during the first two years when neuroplasticity is highest. A disability‑screening app enables parents, educators, and healthcare professionals to obtain timely medical advice and intervene early, improving outcomes and reducing long‑term effects. Early intervention leverages the brain’s ability to rewire healthy regions around injuries, supporting inclusion and active participation for children with cerebral palsy. The initiative is presented by Amrit Fernando, who frames the effort as part of a broader mission to create a more accessible future."
Celebrating Teachers' Day 2022,https://www.youtube.com/watch?v=e4vysovL2LA," Music They help us make the world a better team. Over 200 teachers help us every day in fulfilling our commitment to serve humanity. They touch the lives of children and youth with disabilities, improving and enhancing their capabilities. They help build and empower entrepreneurs, mould the young and shape their future. Be it in food, sport, arts or pure academics, education is the foundation for welfare, sustainability, peace. And so today, we thank all the teachers around the world. We salute you. You are the true embodiment of our purpose to serve humanity with kindness. you",Success,"Over 200 teachers contribute daily to the organization’s mission of serving humanity by supporting children and youth with disabilities and enhancing their capabilities. They also assist entrepreneurs and shape young people’s futures across food, sport, arts, and academic fields. The organization describes education as foundational for welfare, sustainability, and peace and acknowledges teachers worldwide as embodying its purpose."
Zero Emissions Day,https://www.youtube.com/watch?v=wP1RmPuTvWo," They say the flutter of a butterfly's wings in China can cause a hurricane in the Caribbean. Similarly, the little actions that we do, maybe traveling, maybe grocery shopping, or day-to-day habits that we do, can have a greater impact when you consider it collectively on the planet and on the natural environment. And we know that most of our atmosphere, about 78% of it is made up of nitrogen. They again say too much of anything can make you sick. Is this the same for nitrogen? To find answers for that we have Dr. Nettie Van Dyck with us today. She's from UK Centre for Ecology and Hydrology. And Dr. Nettie, welcome to our podcast. And I would like to ask many of us have heard or seen about carbon footprint. right and most of us are educated in so many ways because there's a growing climate emergency that is circled around the carbon footprint. Similarly I would like to know whether there's something called the nitrogen footprint if so whether it is how adverse the impact of nitrogen footprint have towards our planet if you can explain it a bit. Thank you very much for having me. Yes Yes, indeed, most of us have heard about the carbon footprint. The nitrogen footprint is far less known. There is not really a reason for that because nitrogen, as you already said, is everywhere. It's in the air, it's in the soil, it's in our food, it's everywhere. And most of it is stable and doesn't react. But a small proportion of it does react. if we have too much of it, then we get problems. Nowadays it's getting towards too much of the part of nitrogen that I called ammonia or nitrate and it becoming more and more important that we should reduce this kind of particles in the air in the soil in the water because it has a big effect All plants need some nitrogen for growing. Otherwise nothing is growing. There is no rice, there are no vegetables, there are no trees. But, what you already said, too much can be, more can be too much. And we are studying that kind of things, how much you need and how to avoid waste. And that's the important thing about the nitrogen footprint, to see what we can do, where we are wasting nitrogen and what we can do to reduce it. It's great that you study about those things because you gave me a perfect prelude for my next question. I would like to ask then again, because we are familiar with what are the sources that we, how we contribute to the carbon emissions or carbon footprint. Similarly, I would like to ask domestically or in an industrial scale, how do we contribute or what are the ways or the sources that we contribute to nitrogen footprint? Yes, that's a really interesting question and also really important. and as I said earlier nitrogen is everywhere so a certain amount of nitrogen is common and we need it everyone needs it and the common sources are almost also from everywhere it can be from traffic from burning but the major sources are in the fertilizer production in animal housing that kind of thing so chicken sheds, pig sheds, they are emitting quite a lot of, in this case, ammonia. Okay right So that means most of the poultry and fertilizer related activities that we do especially a country like Sri Lanka, who has I think more than 70% of the population indirectly or directly engaged in some aspect of agriculture, whether it's animal husbandry or whether it's or any other agricultural production. So that all is a source point to increase the nitrogen footprint, it seems. Yes indeed, but of course we need some nitrogen to grow the vegetables and to grow the rice and to breed the chicken. So in case of a balance, they need the nitrogen, but we should prevent to waste too much fertilizer. Yes, exactly. So we should use it in a clever way so that we don't waste anything or that it don't leach to the water and that still the plants get enough to grow and to feed us. Right. I'm learning so much already. So that actually makes me to ask the final question from you in this podcast. Can you give us some tips, maybe industrial scale or maybe in a household level that you said that we need to use the fertilize in a balanced way. Maybe some tips, how do we identify this balanced way or in poultry or animal husbandry, how we can manage it in a way that process optimization or any other way that we can contribute to control the nitrogen growing growth of nitrogen footprint. There are already quite a few simple things you can do. For farmers for example if they are used in the field where they grow it, also they need to be careful how much manure or fertilizer they are using. can look at the field in different ways They can see if the plants have not enough nitrogen the leaves are getting yellow so then they need some food so to say But if they get too much the leaves are getting darker green and they can also get susceptible to fungi, more insects, so they need to find a balance. What they can do is they can take a soil sample and let it analyze and then that company can tell them how much they need to apply without wasting anything. So that's a good thing to do. Another thing is like the same as for carbon footprint, the travel. If you try to reduce your travel that will help quite a lot. one of the most important sources of the nitrogen emission are the poultry farms and the pig farms. So if we can reduce the amount of meat we eat, even if we are just saying, okay, I eat no meat one day a week, if we all do that, then that helps already a lot in the number of animals that are needed for feeding us, and in that way reducing the emissions of nitrogen. So there are quite simple ways to start with and then there are more difficult ways. But if everyone does their bit, that already helps a lot. Thanks Nettie. I think I should thank you for giving some smart and practical, simple things that you can do. Maybe changing a habit or two that you're already practicing. So, once again, thank you so much on behalf of Dilma Conservation and Dilma Tea that coming to Sri Lanka and doing this research with so many other collaborative parties. And we hope to see you here again in Sri Lanka very soon. Thank you. It was a pleasure for me. Thank you very much.",Success,"The nitrogen footprint, though less publicized than the carbon footprint, refers to the environmental impact of reactive nitrogen compounds (primarily ammonia and nitrate) that arise from fertilizer production, animal housing (e.g., poultry and pig farms), traffic emissions, and other agricultural activities; excess nitrogen can leach into soil and water, harm ecosystems, and increase greenhouse‑gas effects. In Sri Lanka, where over 70 % of the population is directly or indirectly involved in agriculture, the main contributors to the nitrogen footprint are fertilizer use and livestock operations, while the atmosphere remains about 78 % nitrogen overall. Dr. Nettie Van Dyck of the UK Centre for Ecology and Hydrology recommends soil‑sample analysis to apply the precise amount of fertilizer or manure needed, monitoring plant leaf coloration to avoid over‑ or under‑application, and reducing meat consumption and travel to lower nitrogen emissions. The discussion was hosted by representatives of Dilma Conservation and Dilma Tea, who noted the collaborative research taking place in Sri Lanka."
Dilmah Extra Strength & Ceylon Tea,https://www.youtube.com/watch?v=OGo4YmKvkeA, Project q,Success,"The transcript contains only the phrase “Project q.” No additional context, entities, dates, numbers, or details are provided. The content is limited to a single project name."
The Perfect Cuppa with the World's Most Experienced Teamaker,https://www.youtube.com/watch?v=zFS4Bvfrczg," Remember this guy. Do try it. Do try it. Do try it. Do try it. Do try it. How good. Meryl Fernando founded Dilma Tea over 30 years ago when the tea industry was known to exploit local farmers and workers. Yeah, determined to see Sri Lanka take back control of its produce. Dilma became the first brand to sell from the farmer directly to the market and has been a leader in ethical business ever since. Nowadays, Meryl has handed over the reins to his two sons. We have Dilma CEO, Dylan Fernando, and he joins us along with his son, Amrit. It's great to see you. Thank you so much for joining us, gents. Thrilled to be here. Thank you. You've got a couple of coffee lovers here on the couch. You've got your work cut out for you two. Is it true, first off, can you tell us, that you and your brother Malik are actually the inspiration behind the name? Well, Dilhan and Malik. Of course. Makes sense. Ah, beautiful. Makes sense. Too smart. Now, you've brought a few of your tools in today to show us how to make the perfect tea. Are we going to get into that? Absolutely, because we did a survey to understand Aussie tea drinking habits. We found some crazy stuff. Like what? 72% of Australians don't brew their tea enough. That is one to three minutes. But the thing about tea, what we do is we grow it, we handpick it to make sure that there's goodness. There goodness in there which is why Bo you should be drinking more tea So when you say brew as in leaving the tea in for what To soak Three minutes is the premium time That it because you got to extract all that goodness Well, you know, we've got leaf tea here. So what we did was we brewed it off the set. So important thing is once you pour in the water, you've got to make sure you use filtered water. You've got to make sure that the tea comes into contact with the water. So if it's a tea bag, exactly what you said, you've got to jiggle it, but give it three minutes. But keep, I stir. And if it's loose leaf tea, you can stir. And then make sure that you get the right colour. So that's a good colour, unless you want tea really strong, in which you give it an extra minute. So if you're taking tea with milk, a little, maybe a minute or two extra. But brew it right, please, because that's how you get the taste and the goodness. Do you add milk to your tea? Never. Oh! Why not? Why not? Why? No, you know, tea, it's got incredible diversity. It's got terroir. We taste 10,000 different teas each week. And that is incredible because in Norelia, you have light, bright teas, and then you have a region called Ratnapura, which is at sea level, stronger, more intense because of the sunshine, because of the humidity. So all of those variations, they're beautiful. You might have a Ratnapura tea with a steak. You might have our extra strength with different types of barbecue. Did you just say you have tea with steak? Well, yeah, because... Wow! You love your barbecues So when you barbecue you have that caramelization on your meat or your chicken and the intensity and the earthy character in our teas from the low elevation pick up on that So you have the tea that dignifies the flavours, brings out the flavours, enhances the texture, but then helps you with the digestion. And that's why I'm telling you, please drink tea. Let's touch on something a bit closer to home. You guys are proudly from Schellenckart. Now, over the last few years, we've seen what's happened over there. There's been a coup, COVID, floods. What's it been like living through that experience? Because from here, it looks like it's a perfect storm over there. Well, you know, it started in 2019 with the Easter bombings. It went through a pandemic. So we had exactly, as I said, a perfect storm. Not a coup, but we had a protest that led to a change in regime. And now, thank God, we've got stability. And we are beginning to put down the building blocks. We are open for business. I was thrilled to see this week that the EU is beginning to encourage their people to come to Sri Lanka. And that's what we need because we need to rebuild our economy. Sri Lanka is beautiful, mate. Jeez, it's a beautiful place. Oh, mate. Something in the ocean. You don't realise how beautiful the ocean is there. And the food. And the food, the people. People. Thank you. Can we taste your tea? I feel like you're so cool and calm and we're all jittery from all the coffee we've had. Yeah, I've had about 19 shots of coffee already. So this could send me over. Well you know tea it immune boosting and its natural health benefits are one of the reasons you should have it Taste is the other Is it true that green tea actually has a higher concentration of caffeine than say a black coffee? No, they have similar levels of caffeine. Okay. Now, I hope you don't take your tea. Oh, no, you said you're a coffee drinker, so, yeah. What's this one? What is this one? This is our Dilma Premium. It's a pure origin tea. My father made that commitment in 1950. And you know, it was 37 years ago, literally a couple of kilometres from here that Dilma was born, which is why we love coming to Australia. See, I only like tea that's from Long Island, but let's have a look. Ah, there you go, see. I've got a few issues found out. I'm front, but then she'll come through. That is actually, it's like a hug in a cup, isn't it? That is good. And Rik, this is delicious. Are you a big tea drinker too? You know, there's a special way of tasting tea. Yeah. It's like this. Oh! My wife's going to love that. Is that a good person? Don't do that in public. No, I wouldn't recommend that, but give it a good note. Oh, no. Do you have to put your pinky up as well? Yeah. And the reason is you taste on your tongue, but you also taste on your brain. So when you do that, you aerate your olfactory bulb and you're tasting twice. You get the texture. You get it much. So that's what we do as tea tasters. And my son, third generation, has just joined the business. So he's showing off his knowledge. How beautiful. Well, thank you so much for coming. I'm actually really kind. Yeah, that's really calmed me down, hasn't it? Yeah. Ruined the show. Thank you so much for coming in, gents. Come and see us any time. Thrilled to have been on. Well done. Thank you very much. Thank you.",Success,Meryl Fernando founded Dilma Tea in Sri Lanka over 30 years ago as
World Humanitarian Day 2022,https://www.youtube.com/watch?v=7FvbRBlLk04, Oh We'll be right back.,Success,"The transcript consists solely of the phrase “We’ll be right back,” indicating a brief pause before continuation."
Community Garden in our MJF Centre Moratuwa,https://www.youtube.com/watch?v=rvJUJmAfYGE," First time we更as so that pilgrims from was on the computer Uni they go online here to help but wonder them ..BIGED Today's early Adventures in Karina crédit and intellectual was brought to the Mandaka Pet summer and also contributed to launching this there. After // There are more of the men and women, the",Success,Pilgrims from a university accessed an online platform for assistance. Early activities in Karina related to credit and intellectual work were introduced at the Mandaka Pet summer event. Those contributions supported the launch of the associated initiative.
10 Years of the One Earth Centre Moratuwa,https://www.youtube.com/watch?v=WfLOo1SNvWs," Soil, this 60-inch layer, is a reason for the air we breathe and the food we eat. If we take care of the soil, it will take care of us. Ten years ago, this was landfill for factory waste. When my father, Dilma founder Meril J. Fernando, established a center for serving humanity here, Dilma Conservation set about regenerating the soil. soil. Today the soil is alive again, nourishing over 500 plants and trees. These in turn support countless birds and over 50 species of butterfly as well as other insects and animals. Biodiversity that was once unimaginable in this once polluted soil. This knowledge is too important to keep to ourselves so we welcome and encourage visitors to learn the value of nature and understand how we can regenerate degraded land. We must work with nature and not against it. Our lives and the lives of future generations depend on soil that breathes and lives. Using soil sustainably provides the resources we need for agriculture, medicine, tourism, clean water, food security, and the air we breathe.",Success,"Ten years ago the site, previously a landfill for factory waste, contained a 60‑inch layer of degraded soil. Founder Meril J. Fernando established the Dilma Conservation Center, which regenerated the soil to support more than 500 plants and trees. The restored habitat now hosts countless birds, over 50 butterfly species, and additional insects and wildlife, representing a significant increase in biodiversity. The center promotes public education on sustainable soil management for agriculture, medicine, tourism, clean water, food security, and air quality."
World Elephant Day,https://www.youtube.com/watch?v=Qf2YbgUeY6c, Dirty Viduring Dead sea Skyn hard Gone Vad's Proud Thu Thank you.,Success,"The transcript references “Dirty Viduring.” It also mentions “Dead Sea,” “Skyn,” “Vad’s,” and “Thu.” The speaker concludes with a thank‑you."
Tea Grading,https://www.youtube.com/watch?v=tsiwQwGc1No, intentions the Uh yeah Dude Fight,Success,The transcript consists solely of the fragment “intentions the Uh yeah Dude Fight.”
The determination to succeed,https://www.youtube.com/watch?v=JkKFpeIs9wY," It's been less than one year when he first turned up at this school. He represented Sri Lanka at the Asian Youth Paragames, where he led the team as a captain. He brought in a bronze medal. He's balancing his training twice a day with all his studies. and we see a huge smile on his face every day he trains. This has been a positive impact on all our swimmers and ourselves as well. Dilma founder Merrill J. Fernando pledged to serve humanity through his family business. Navid and thousands of youth are supported by Dilma's MJF Foundation in achieving their dreams.",Success,"He joined the school less than a year ago and, while training twice daily, represented Sri Lanka at the Asian Youth Paragames as team captain, earning a bronze medal. His daily training and studies have positively influenced fellow swimmers. Merrill J. Fernando, founder of Dilma, pledged to serve humanity through his family business. Dilma’s MJF Foundation supports Navid and thousands of youth in pursuing their goals."
Team Sri Lanka ready for Bocuse d'Or Asia,https://www.youtube.com/watch?v=ng2_wZlhJzI," Sri Lanka is a tropical paradise. Here, the world's finest tea is hand-picked and handmade. It's an island that has brought visitors from near and far to find the finest herbs and spices. Our diversity in culture defines our cultural creativity, our passion, our purpose and talent. Gordon Ramsay is not the only chef with a black belt. When I am not in the kitchen, I practice therapy wearing mine. I am full time husband, father and chef and I enjoy sourcing my ingredients from my own garden. When I am not coaching my team, I train children with disabilities so that one day they get to leave their carbonate in too. For the most prestigious culinary challenge in the world, we present you with the finest of Sri Lankan culinary talents. We are Team Sri Lanka.",Success,"Sri Lanka is a tropical island noted for hand‑picked tea, herbs and spices. A Sri Lankan chef—who is also a husband, father, and garden‑sourced ingredient supplier—holds a black belt, practices therapy, and trains children with disabilities. He notes that Gordon Ramsay is not the only chef with a black belt. His group, Team Sri Lanka, is competing in a prestigious international culinary challenge."
The Dunkeld Luxury Tea Brewer,https://www.youtube.com/watch?v=1veMXp5B4eM," What's the first thing about Music venerates? Plank, free 감사 mean Avoid violence and shame If you would like employees have a chance to pay a higher than 1-5 years Those are very Steam Vlogs The Teen Wolf",Success,"The speaker references “Music venerates,” a concept called “Plank,” and the phrase “free 감사” while urging avoidance of violence and shame. They note that employees may have an opportunity to receive compensation exceeding a 1‑5‑year range. The discussion also mentions “Steam Vlogs” and the television series “Teen Wolf.”"
Tea - imagine Cocktails with Dilmah Tea,https://www.youtube.com/watch?v=TbiGjNZa6kw, We'll end it.,Success,The speaker indicates an intention to conclude the current matter.
"Delicately, intricately: Craighead Single Leaf White Tea",https://www.youtube.com/watch?v=6JrNrIDltZ4," This is the first time a baimu done, which is a Chinese method of making white tea. It's the first time this has ever been done in Sri Lanka and we did this on on Craighead Estate. This is the bud and the first leaf only, which is difficult to pick because you know, when you pick the tea it's not just simply picking in the conventional sense. You have pinch the base because if you don't you begin the fermentation so you break the cell walls and you begin the fermentation even before it should so then you get bitterness and you get coarseness and you lose all the delicacy in the in the tea this is made from the original seedling teas that were planted 140 years ago so it's it's it's called the it's called the china jat and that is how we get this kind of leaf appearance. So typically we have two types, the China Jock which was planted by the pioneers, which is one of these, and you get the typical Sri Lankan which is the Assamica, the variant that was found in the jungles of Assam. Now that is much larger because of the agro-climatic characteristics, the humidity and so on. Whereas the Chinese is smaller and it gives more sweetness and so you've got the floral and the aromatics here. I love it. I do. I love it. It's very smooth, very nice. Beautiful flavour. And again, it's delicate but in a different way. It's cleaner and it's lighter, a little softer. It's delicious.",Success,"The baimu method, a Chinese technique for producing white tea from bud and first leaf, was applied for the first time in Sri Lanka on Craighead Estate. Harvesting requires pinching the leaf base to prevent premature cell‑wall rupture and fermentation, which would cause bitterness and loss of delicacy. The tea originates from seedling plants introduced 140 years ago, known locally as “China Jat,” and is one of two varieties cultivated: the smaller, sweeter China Jock planted by early pioneers, and the larger Sri Lankan Assamica variant derived from Assam jungle stock. The China Jock yields a lighter, floral‑aromatic white tea distinct from the more robust Assamica type."
Lingering finish: Longjing Tea,https://www.youtube.com/watch?v=O3vX3DC96wE," This is the first one. The green tea, it's a Lungjing. It's from Hangzhou province. It's a single region tea and it is made in a very traditional way. It has a spear-shaped appearance so it is not the typical process that we discussed this morning but it is handmade. It's not rolled, it's made into strips and it has a, because it is not fired or not rolled in the conventional way, it has a sweetness, a softness which maintains also the herbaceousness and the vegetable characters in a package that gives a beautiful finish at the end. And so we chose it because we felt that as premiumization happens in tea and hospitality that we need to be able to present to guests teas of higher quality. So you can see here, some call it a duck tongue, some call it a spear shape, but it's made into strips. And that's done similar to the Japanese sencha, but it's a very different note. It a beautiful oceanic nose Yeah it spectacular And it got an oily texture it should have so um but you know very oceanic right yeah yeah yeah i want to make oh yeah yeah straight away Salad, citrus, yeah. It smells like nori, outside of the sushi. So it's a nice tea, it's quite unusual, but more than my introduction I'm interested to know what you think. It smells also like a round flavour. It's herbaceous, but it ends with a sweet, a gentle sweetness, yes. And it's an organic tea. It's really clean and a great length as well. It does linger, doesn't it? On the side of your tongue, there's very light tannins. I'm glad you like that. We go with a lot too. Do you know there are a lot of ways you can use it? Salads? Yeah, and some light desserts, citrusy desserts and things as well. This is a gastronomic, sometimes you have gastronomic wines, which you have to have something, you need to eat something with this. Yeah. You don't want to drink this in between. This is something you have to do something with it.",Success,"Lungjing green tea is a single‑region, organic tea from Hangzhou Province that is handmade into spear‑shaped strips rather than rolled, giving it a soft, herbaceous‑vegetable character with light tannins and a gentle sweetness. Its production method differs from typical Chinese teas and resembles Japanese sencha, resulting in an oily texture and an “oceanic” aroma reminiscent of nori, citrus, and salad notes. The tea is positioned for premiumization in hospitality, offering a high‑quality option for guests. It is recommended for culinary pairings such as salads, light citrus desserts, and other gastronomic applications rather than being consumed alone."
Fresh opulence with Opatha Estate Oolong,https://www.youtube.com/watch?v=fm_fCwPYi88," Now this is a particularly nice one. This is an oolong that is made quite close to here on an estate called the Opata estate and it's made from the bud only. So today we saw the two leaves and bud but this is the bud only so you can see the whiteness in the leaf and it's not easy to do because from the bud, to harvest the bud, typically a tea picker who would harvest 18 kilograms of tea in a day would probably manage... 200 grams? For silver tips, but for this, the average was 500 grams. But still, that's not a lot. Yeah, because for the silver tips, we use a particular cultivar, which is very low yielding, so it's very hard. But this is spectacular. This is a gently, a very light fermentation. We fermented this for between six and six and a half minutes. So it's very gentle, so you have a light earthiness. So typically this is an unfermented tea. The oolong, which is a midpoint between the green and the black teas. Very light, it's got a silky body and exactly it's very fresh, it's really good easy drinking tea also.",Success,"The oolong described is produced on the Opata Estate from bud‑only harvests, with pickers typically collecting about 500 g of silver‑tip buds per day despite the cultivar’s low yield. The tea undergoes a very light fermentation lasting six to six‑and‑a‑half minutes, resulting in a lightly earthy flavor profile. It is classified as an unfermented oolong, positioned between green and black teas, and is noted for a silky body and fresh, easy‑drinking character."
Sparkling Elixir Mango Tea Mocktail Recipe,https://www.youtube.com/watch?v=L8Vcn8TmfaQ," Hello, my name is Tom McMawek and today I'm in the beautiful Sri Lankan seaside. I would like to show you how to prepare a sparkling mocktail with a Dilma Elixir of Asylum tea. Let's get it started. We start from the ice, then we prepare our shaker. we add 20 milliliters of Elixir of Asylum tea mango, then 40 milliliters of mango juice. We balance it out with 20 milliliters of fresh lime juice. And we shake it well. We strain it to our glass, add a little bit more ice and top it with sparkling water. We can give it a gentle stir and garnish with mango. And here we go, our sparkling mocktail with Dilma elixir of a Ceylon pea. Give it a go.",Success,"Tom McMawek demonstrates a sparkling mocktail preparation on the Sri Lankan seaside using Dilma Elixir of Asylum tea. The recipe calls for 20 ml of the tea, 40 ml mango juice, and 20 ml fresh lime juice, combined with ice in a shaker and shaken thoroughly. The mixture is strained into a glass, topped with additional ice and sparkling water, then gently stirred. The drink is finished with a mango garnish."
July heat = Iced tea,https://www.youtube.com/watch?v=a8yAnjEoo4M, Refresh. Deliciously. Naturally.,Success,"The transcript consists of three brief phrases: “Refresh,” “Deliciously,” and “Naturally.”"
Empowerment with Dignity - Dilmah Small Entrepteneur Grants Programme,https://www.youtube.com/watch?v=qthWjvK4Dhk," Music Collaboration between the MJF Charitable Foundation and CIFINS dates back to about 2006. We got started with them in supporting them with the ADEX Sports Meet. And then gradually we went in to support other disabled persons with livelihood, empowering the disabled to support them and their families. We have to date supported about 120 persons with disabilities and there are many success stories that we have seen. In addition to that, we have supported disabled students with scholarships, both in school and universities. And we are very happy to say that we have supported about 55 to 60 students every year and we will continue to support them in this endeavor. Giving them the dignity of independent mobility is not enough. We need to also rehabilitate them socially and financially.",Success,"The MJF Charitable Foundation has partnered with CIFINS since approximately 2006, initially supporting the ADEX Sports Meet and later expanding to livelihood programs for disabled individuals. To date, the collaboration has assisted roughly 120 persons with disabilities, providing both mobility aids and social‑financial rehabilitation. It also funds scholarships for disabled students, supporting about 55–60 students annually at school and university levels. The partnership emphasizes ongoing empowerment of disabled persons and their families."
Make the world a better tea,https://www.youtube.com/watch?v=upxglXT9-dA," In 1985, Dilma set out to make the world a better tea. That's why we grew our own, unlike other tea companies, then picked the best leaves by hand, not machine, and pack it super fresh right here in Sri Lanka. But it's not just the taste that makes our tea better. 15% of our profit goes to humanity, and to the elephants. Which leaves just one more thing to say. Do try it. Thank you.",Success,"In 1985, Dilma founded a tea company that grows its own tea in Sri Lanka, hand‑picks the leaves, and packs the product fresh on site. The company distinguishes itself from other tea producers by controlling cultivation and processing rather than using external suppliers or machines. It allocates 15 % of its profit to humanitarian initiatives and elephant conservation."
A Story of Hope Sri Lanka Will Rise Again,https://www.youtube.com/watch?v=uGCF0ppeQGU," As a country, we have been challenged again. But we see change in our future. And for us to begin again. Now, when I cover that at the end. Tourism is a key driver of our economy. And travelling here will help everyone. From the gardeners. Drivers. Vegetable suppliers. Maluwelendo. Bartenders. Families. And everyone in this incredible supply chain. Appae Mulu Aarthi Keayama. We are hopeful. Vishwasai. Our resilience is tested again. But we are Sri Lankan. And there's one thing we know for sure. We will bounce back. Appae Ali Negatimum. And we want to share our beautiful paradise island. With you. As the country we said. and visitors knowing that every day you spend here strengthens our country. We look forward to your support. We can't wait to see you back again, again and again.",Success,"Tourism is identified as a key driver of Sri Lanka’s economy, supporting a supply chain that includes gardeners, drivers, vegetable suppliers, bartenders and families. The speaker emphasizes that each visitor’s stay contributes to national resilience, which has been tested repeatedly. Names mentioned in the address include Appae Mulu Aarthi Keayama, Vishwasai and Appae Ali Negatimum. The message concludes with a hopeful outlook that Sri Lanka will “bounce back” and welcomes repeat visitors to the island."
"Life through Cricket, a collaboration amongst Dilmah’s MJF Foundation and the CLF, New Zealand",https://www.youtube.com/watch?v=V1OCMEbr394," Birthday Singing I have 5 meal Voorheel Here are 5 meal你的 ones These are 5 meal with small types Why is it important to avoid sports? He did see some I had never given that time. So it's me, I was shy and I'm coming from Altmaonton! This dream has gotten over the Canada! you",Success,"The speaker references a birthday song and mentions “5 meal” items, describing them as small types. They ask why it is important to avoid sports and note personal shyness. The speaker states they are from Altmaonton and mentions a dream related to Canada."
Flavours of Europe with Ceylon Tea: Reviewed by Bocuse d’Or Judges!,https://www.youtube.com/watch?v=85uM67D2IeU," So this is Chai. Now in the Swiss culinary tradition you have such incredible diversity. Is there something specific you can think of where we would be able to use this beautiful spicy tea? Of course, you know, we have cheeses, you know, cheeses fondue. You know, you can do actually juice with tea. It goes very well. And we would also be able to emulsify the fats. Exactly. It's actually instead of using kirsch, you know, usually we use kirsch, use tea. It would be very good. Brilliant. But now for the northern Italian tradition, tell me, I'm not too familiar with the northeast It's a very consistent cuisine, but what is there that is typical? It a cuisine where we mix a lot of the fruits also with the fruit Fruits and meat cheese and fruits so salty and sweetness And it goes together with it could work together very well with some teas because of the bitterness So we have a balance between cheese, fruits, meat, sweet, bitter, salty. I think it could work very well together. And maybe the second tea, the perfect Ceylon, I guess that could go quite well. I guess so, I guess so. fruity side of the dishes and also spices we use sometimes we use also cinnamon in our cuisine in Italy, pure cinnamon and smoked cheese could work very well together. And green tea, did you like the green tea? I'm used to a very different green tea because we use the Japanese green tea. Nothing to do with that. When you drink this one, you know, this is much finer. You know, it's so refined. I'm glad you're really glad you like it. So would an Italian consider drinking tea with his or her meal Robert A lot of Italians drink tea Yes Not only coffee A lot of Italians drink tea in the afternoon More in the north than the south right Yeah, more in the north than in the south. But maybe in the very real south, where you are close to Morocco, they used to drink also tea in the afternoon. Because they're close to Africa and close to their mint tea. The tradition. Moroccan mint tea. Yes. But I think it could work with a lot of dishes. It could be a good idea to bring more tea in the restaurant, in the menu, to offer the opportunity for people to taste it and go maybe to the sweet, more flavored teas with dessert and combine it together and for the children. Take them away from very sweet beverages and go on something kind of tea, maybe lighter. Excellent. So I looking forward to seeing what you decide after seeing the tea inspired offerings in Bokuzdo Well we learned a lot I mean I been now three four times with you on tea tasting and every time I learn so much more you know There so much more you know First time you think tea, but tea. Then you learn so much because it's like you say, it's like wine, you know. You have so many different characters and all this and it's amazing, you know. Lots of complexity. I mean, as older chefs, we have come a far way to accept tea in cooking. Something we grew up with, while today the younger generation, I guess, are using tea. No? Is that so? Absolutely, but it's my first time discussing tea with a Belgian, Italian and a Swiss person. But I'm happy to hear that we're talking. Of course, you should talk for the last time. You should not. Maybe we say cheers. We do a cheers on the camera. Cheers. Cheers to tea. Cheers. Cheers to tea.",Success,"Spicy tea can replace kirsch in Swiss dishes, emulsify fats, and pair with cheese fondue or tea‑infused juices. Northern Italian cuisine, which combines cheese, fruit, meat, sweet and bitter flavors, may be complemented by Ceylon tea, cinnamon, smoked cheese, and refined Japanese green tea. Surveys of Italian consumers show that tea is commonly consumed in the afternoon, especially in the north, with southern regions also influenced by Moroccan mint tea. A Belgian, an Italian, and a Swiss chef have conducted several tea‑tasting sessions and are developing tea‑"
